wid,arm,genome,contig,start,gc,L,span_start,placement,cds_frac,exact,tok_acc,nt_acc,max_run_nt,logp_true
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,20,218,random,,0,0.0,0.275,3,-7.4168
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,20,373,random,,0,0.0,0.325,3,-8.1758
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,20,65,random,,0,0.0,0.23333333333333334,2,-8.8386
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,20,148,random,,0,0.0,0.2833333333333333,3,-7.6335
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,63,random,,0,0.0,0.25833333333333336,3,-8.3208
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,209,random,,0,0.0,0.3375,5,-7.5597
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,441,random,,0,0.0,0.25833333333333336,5,-8.3787
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,67,random,,0,0.0,0.2791666666666667,3,-8.3291
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,178,random,,0,0.0,0.375,5,-7.6132
1,member_offframe,M.albiziae,NZ_FOSL01000041.1,19437,0.593,40,186,random,,0,0.0,0.35,5,-7.6431
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,412,random,,0,0.0,0.3333333333333333,2,-9.9516
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,134,random,,0,0.0,0.3333333333333333,1,-7.6516
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,60,random,,0,0.0,0.3333333333333333,2,-7.5832
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,152,random,,0,0.0,0.3333333333333333,1,-7.4332
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,207,random,,0,0.0,0.16666666666666666,1,-8.8197
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,1,401,random,,0,0.0,0.3333333333333333,1,-8.8785
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,225,random,,0,0.0,0.16666666666666666,1,-8.9307
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,52,random,,0,0.0,0.3333333333333333,2,-6.9389
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,169,random,,0,0.0,0.0,0,-9.539
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,297,random,,0,0.0,0.4166666666666667,2,-8.0138
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,399,random,,0,0.0,0.5,2,-7.922
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,2,359,random,,0,0.0,0.3333333333333333,1,-7.1456
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,483,random,,0,0.0,0.3,2,-8.6352
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,98,random,,0,0.0,0.3333333333333333,2,-7.6192
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,429,random,,0,0.0,0.3,2,-7.5696
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,34,random,,0,0.0,0.26666666666666666,2,-7.3579
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,275,random,,0,0.0,0.4666666666666667,3,-7.4177
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,5,139,random,,0,0.0,0.3,2,-7.7426
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,103,random,,0,0.0,0.36666666666666664,2,-7.4269
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,319,random,,0,0.0,0.35,4,-7.677
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,152,random,,0,0.0,0.4666666666666667,4,-6.7729
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,274,random,,0,0.0,0.45,3,-7.8814
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,131,random,,0,0.0,0.4166666666666667,4,-7.7921
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,10,79,random,,0,0.0,0.4166666666666667,3,-8.1882
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,355,random,,0,0.0,0.4,3,-7.4522
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,208,random,,0,0.0,0.30833333333333335,3,-8.319
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,322,random,,0,0.0,0.35,4,-7.5279
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,318,random,,0,0.0,0.375,4,-7.4769
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,446,random,,0,0.0,0.3333333333333333,3,-7.3685
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,20,204,random,,0,0.0,0.3,3,-8.2559
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,105,random,,0,0.0,0.3541666666666667,5,-7.5849
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,289,random,,0,0.025,0.38333333333333336,7,-7.7547
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,423,random,,0,0.0,0.3875,5,-7.5528
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,437,random,,0,0.0,0.3416666666666667,6,-7.6292
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,393,random,,0,0.0,0.39166666666666666,7,-7.7175
2,member_offframe,M.albiziae,NZ_FOSL01000005.1,212727,0.6097,40,311,random,,0,0.05,0.37916666666666665,7,-7.4394
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,399,random,,0,0.0,0.0,0,-10.8144
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,49,random,,0,0.0,0.3333333333333333,2,-8.063
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,94,random,,0,0.0,0.5,2,-7.4774
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,122,random,,0,0.0,0.16666666666666666,1,-9.4838
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,95,random,,0,0.0,0.5,2,-8.0395
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,1,395,random,,0,0.0,0.16666666666666666,1,-7.8962
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,426,random,,0,0.0,0.16666666666666666,1,-7.416
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,288,random,,0,0.0,0.25,1,-8.075
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,26,random,,0,0.0,0.3333333333333333,2,-7.7064
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,53,random,,0,0.0,0.4166666666666667,2,-8.0506
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,168,random,,0,0.0,0.3333333333333333,2,-8.4468
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,2,216,random,,0,0.0,0.25,2,-7.1871
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,305,random,,0,0.0,0.3333333333333333,3,-7.6332
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,237,random,,0,0.0,0.4,2,-7.553
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,134,random,,0,0.0,0.3333333333333333,2,-7.3288
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,84,random,,0,0.0,0.5,3,-6.8942
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,339,random,,0,0.0,0.36666666666666664,3,-8.644
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,5,359,random,,0,0.0,0.43333333333333335,5,-7.33
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,23,random,,0,0.0,0.3333333333333333,3,-7.6028
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,61,random,,0,0.0,0.48333333333333334,8,-7.4325
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,222,random,,0,0.0,0.21666666666666667,4,-8.0478
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,193,random,,0,0.0,0.4,3,-7.7435
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,428,random,,0,0.0,0.35,4,-8.3075
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,10,252,random,,0,0.0,0.36666666666666664,3,-7.4831
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,202,random,,0,0.0,0.35,4,-7.4348
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,207,random,,0,0.0,0.35,4,-7.4585
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,317,random,,0,0.0,0.3,4,-7.8988
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,280,random,,0,0.05,0.35,9,-7.4068
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,88,random,,0,0.0,0.39166666666666666,4,-7.7921
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,20,350,random,,0,0.0,0.3,5,-7.9835
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,343,random,,0,0.0,0.3,5,-7.8124
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,432,random,,0,0.0,0.3416666666666667,4,-7.6466
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,357,random,,0,0.0,0.3375,5,-7.7425
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,134,random,,0,0.0,0.29583333333333334,4,-8.0701
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,150,random,,0,0.0,0.30833333333333335,4,-8.2169
3,member_offframe,M.albiziae,NZ_FOSL01000004.1,197049,0.607,40,295,random,,0,0.0,0.31666666666666665,4,-7.8906
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,358,random,,0,0.0,0.16666666666666666,1,-8.2154
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,463,random,,0,0.0,0.3333333333333333,1,-8.7125
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,433,random,,0,0.0,0.16666666666666666,1,-8.6354
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,254,random,,0,0.0,0.5,2,-6.9101
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,462,random,,0,0.0,0.3333333333333333,1,-8.1685
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,1,479,random,,0,0.0,0.3333333333333333,1,-8.4821
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,475,random,,0,0.0,0.4166666666666667,2,-7.4356
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,46,random,,0,0.0,0.16666666666666666,1,-8.2215
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,226,random,,0,0.0,0.3333333333333333,2,-8.0156
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,300,random,,0,0.0,0.4166666666666667,2,-7.9626
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,144,random,,0,0.0,0.3333333333333333,3,-7.5369
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,2,189,random,,0,0.0,0.25,2,-8.3867
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,308,random,,0,0.0,0.2,2,-8.5297
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,392,random,,0,0.0,0.26666666666666666,1,-8.2018
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,286,random,,0,0.0,0.26666666666666666,1,-7.9494
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,91,random,,0,0.0,0.3,3,-8.1272
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,331,random,,0,0.0,0.16666666666666666,1,-8.1517
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,5,425,random,,0,0.0,0.2,2,-7.514
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,112,random,,0,0.0,0.3,3,-8.6004
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,265,random,,0,0.0,0.4,3,-7.7713
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,168,random,,0,0.0,0.3333333333333333,3,-7.819
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,435,random,,0,0.0,0.4,6,-7.8782
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,36,random,,0,0.0,0.2833333333333333,2,-8.7555
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,10,234,random,,0,0.0,0.2833333333333333,2,-8.4212
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,424,random,,0,0.0,0.4,5,-7.6988
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,207,random,,0,0.0,0.21666666666666667,3,-8.3514
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,72,random,,0,0.0,0.2833333333333333,4,-8.3358
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,374,random,,0,0.0,0.35833333333333334,6,-7.832
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,455,random,,0,0.0,0.30833333333333335,3,-7.9709
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,20,464,random,,0,0.0,0.275,4,-7.8633
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,420,random,,0,0.0,0.4041666666666667,5,-7.8022
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,172,random,,0,0.0,0.2833333333333333,4,-8.1549
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,333,random,,0,0.0,0.3,4,-8.1686
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,438,random,,0,0.0,0.35,5,-7.9728
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,262,random,,0,0.0,0.3625,5,-7.8921
4,member_offframe,M.albiziae,NZ_FOSL01000011.1,90099,0.5827,40,420,random,,0,0.0,0.4041666666666667,5,-7.8022
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,331,random,,0,0.0,0.3333333333333333,1,-9.3201
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,396,random,,0,0.0,0.6666666666666666,2,-8.5967
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,18,random,,0,0.0,0.6666666666666666,2,-7.1312
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,398,random,,0,0.0,0.16666666666666666,1,-12.2199
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,234,random,,0,0.0,0.3333333333333333,1,-8.7443
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,1,256,random,,0,0.0,0.0,0,-6.7381
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,311,random,,0,0.0,0.16666666666666666,2,-9.6952
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,145,random,,0,0.0,0.5,4,-8.5142
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,480,random,,0,0.0,0.16666666666666666,1,-11.1666
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,33,random,,0,0.0,0.5,4,-6.6073
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,141,random,,0,0.0,0.4166666666666667,3,-6.8656
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,2,192,random,,0,0.0,0.3333333333333333,2,-7.3722
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,281,random,,0,0.0,0.26666666666666666,3,-8.1616
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,203,random,,0,0.0,0.2,2,-7.9157
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,70,random,,0,0.0,0.3333333333333333,3,-8.2154
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,29,random,,0,0.0,0.3,3,-7.5268
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,8,random,,0,0.0,0.2,2,-7.4778
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,5,31,random,,0,0.0,0.4666666666666667,4,-7.5911
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,78,random,,0,0.0,0.4,3,-7.1101
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,481,random,,0,0.0,0.3333333333333333,3,-7.3762
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,98,random,,0,0.0,0.4166666666666667,7,-7.3857
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,317,random,,0,0.0,0.18333333333333332,3,-9.0413
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,363,random,,0,0.1,0.48333333333333334,7,-6.4749
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,10,119,random,,0,0.0,0.26666666666666666,3,-7.1874
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,138,random,,0,0.0,0.21666666666666667,2,-8.0419
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,209,random,,0,0.0,0.4666666666666667,5,-7.2293
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,130,random,,0,0.0,0.3333333333333333,5,-8.4513
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,460,random,,0,0.0,0.38333333333333336,5,-7.8539
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,90,random,,0,0.0,0.43333333333333335,3,-7.3297
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,20,424,random,,0,0.05,0.4583333333333333,7,-7.0866
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,40,362,random,,0,0.0,0.35833333333333334,3,-7.1966
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,40,382,random,,0,0.0,0.37083333333333335,5,-7.0143
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,40,59,random,,0,0.0,0.3375,4,-7.4488
5,member_offframe,M.albiziae,NZ_FOSL01000006.1,91071,0.6447,40,182,random,,0,0.0,0.325,3,-7.2543
